Subject,none,all,peak_dense_80,matched_random_80,peak_dense_90,matched_random_90,peak_dense_95,matched_random_95,peak_dense_num_na_80,matched_random_num_na_80,peak_dense_num_na_90,matched_random_num_na_90,peak_dense_num_na_95,matched_random_num_na_95
103414,0.306562600440492,-0.00443493682263407,0.270060105439407,0.265413896598084,0.270027743273391,0.265263209511638,0.28730022359298,0.278391521490355,0,0,0,0,0,0
104820,0.226846563616342,-0.0056712920623708,0.217058235858775,0.211275539965659,0.217173531219754,0.211497991614501,0.219579609626105,0.213240778726145,0,0,0,0,0,0
108222,0.284239034216468,-0.00509141362486475,0.235259997155544,0.225746255176107,0.239694364945006,0.23074056560613,0.266558792687343,0.260232457049251,0,0,0,0,0,0
111514,0.360178188423057,-0.00484725998964782,0.308980320031852,0.301577258003007,0.308972558394804,0.301315073064743,0.333503895531832,0.325932416826728,0,0,0,0,0,0
115724,0.27421064397742,-0.00441302071976731,0.257598425173677,0.251705543457788,0.257547018164322,0.251674846225369,0.257598425173677,0.251705543457788,0,0,0,0,0,0
118023,0.346522152678597,-0.00500839431811143,0.309884320900027,0.299885795501872,0.310099732954404,0.299825761533904,0.325647768353438,0.314743855861671,0,0,0,0,0,0
118225,0.489910714027005,-0.00430137832432497,0.418144657448484,0.401638456115129,0.418010454020668,0.401527094720544,0.455321526922223,0.442335062902266,0,0,0,0,0,0
120111,0.355865264647515,-0.004200842289073,0.284241596157287,0.285775801735279,0.291385218471846,0.291844324188777,0.325569331886481,0.323134996008809,0,0,0,0,0,0
124422,0.187875126846191,-0.00630718471400625,0.176656415646663,0.173870816431922,0.176613720090659,0.173910110604168,0.176656415646663,0.173870816431922,0,0,0,0,0,0
124624,0.180669659303645,-0.00599854608811258,0.167925903378561,0.165740603847331,0.16805543354743,0.16592125004494,0.167925903378561,0.165740603847331,0,0,0,0,0,0
124826,0.434342950245973,-0.00442472921270561,0.379979073280459,0.369507620896129,0.380172003769019,0.369338198805819,0.40533436537219,0.395468435405911,0,0,0,0,0,0
125424,0.225436748794777,-0.00522813190319306,0.204911252673659,0.203418103014669,0.204982087250045,0.203242121659972,0.204911252673659,0.203418103014669,0,0,0,0,0,0
127226,0.220984899939451,-0.00542432489014692,0.210444745650471,0.20470939781461,0.210360851819155,0.204746100885912,0.210444745650471,0.20470939781461,0,0,0,0,0,0
129129,0.370017061746578,-0.00514980081875823,0.294757630835635,0.295000148754606,0.304775523153156,0.299497269961288,0.344432508465933,0.338306628681583,0,0,0,0,0,0
130821,0.202375077369386,-0.00563883165271865,0.200124237378309,0.199999598058827,0.200055368639806,0.200090273009983,0.200124237378309,0.199999598058827,0,0,0,0,0,0
