Subject,none,all,peak_dense_80,matched_random_80,peak_dense_90,matched_random_90,peak_dense_95,matched_random_95
100206,0.399925302514618,-0.00401081472229549,0.338916413156104,0.344523597014359,0.339004585873452,0.345038107290046,0.372253162522446,0.36707638748168
100307,0.439626010659277,-0.00410572651890343,0.33025058474064,0.35294080115491,0.350800973826816,0.36397903601766,0.413296557562235,0.402316138547781
100408,0.417866477122944,-0.00422647051580166,0.310364910823592,0.33158624796958,0.349022172565028,0.348039114441027,0.393511039869644,0.38398735763882
100610,0.403971585864304,-0.00433987788247089,0.363377813268307,0.359822429080718,0.363688352699715,0.36006915783782,0.37507335739059,0.371614464679148
101006,0.52940198023858,-0.00378540309201986,0.432857114975967,0.443970738235345,0.433165954920186,0.444243490483075,0.491713673194985,0.484891582937948
101107,0.417489986444366,-0.00373764480865206,0.342682364731038,0.360759778323822,0.342716308996962,0.360866615371005,0.383462201058847,0.383746056853104
101309,0.49370222282514,-0.00339211857130408,0.397444020498896,0.418553085470714,0.397311782587546,0.418339597275169,0.459707658563234,0.453996787934244
101915,0.452549248505097,-0.00449399972574422,0.351941155045902,0.379783808099193,0.351238723048717,0.380149020859813,0.428862016108172,0.415067131317087
102008,0.370809621077393,-0.0047594132665687,0.355178671750415,0.355300678505731,0.355202771481813,0.355419616729867,0.355178671750415,0.355300678505731
102109,0.407764666522131,-0.00509094220817176,0.339182569486294,0.349981188846603,0.338845009073893,0.350453008105988,0.377986720955442,0.377129227432443
102311,0.464513087670465,-0.00330564303092751,0.364509961029639,0.391643309901285,0.364380296510301,0.391817302026635,0.427434463572537,0.427983688259729
102513,0.505885824343015,-0.00449367508198358,0.339637789255151,0.391237008530494,0.407994841069425,0.42081004017551,0.471659356711899,0.463994111611571
102614,0.448876920634183,-0.00376909894738222,0.373665929358222,0.384844901926792,0.374102196163827,0.385108325392638,0.417802659590345,0.411542173680657
102816,0.342995795864341,-0.00498627705853818,0.307765076987937,0.315115273382541,0.308213065526998,0.314983957769655,0.312225510653145,0.317851760542195
103111,0.667247616063614,-0.00293390757987814,0.41162775751896,0.463149620335835,0.55418793658076,0.546431353095839,0.619429137299902,0.605642702701311
103212,0.444506704767141,-0.00435426124385109,0.368763151965199,0.386613993188572,0.36855818226822,0.386552858239526,0.406394803015357,0.407377492441382
103515,0.468986601076374,-0.00384283288127067,0.392101339663811,0.4233557899191,0.391844047910088,0.423299126869392,0.412919990501388,0.429241703761254
103818,0.36715294650011,-0.00488504759711945,0.336343662933257,0.343988454320391,0.336232145865705,0.344008683155547,0.336343662933257,0.343988454320391
104012,0.381487945537638,-0.00411446515581399,0.369913477390877,0.365156738650603,0.369828099361471,0.36490354152347,0.369913477390877,0.365156738650603
104416,0.524082729176214,-0.00401240130462295,0.425410249260436,0.448356682507242,0.425213398995675,0.448320493517016,0.482117049765635,0.478151786588593
105014,0.442775794438278,-0.00431649411136716,0.366025643990439,0.366195539268955,0.374620756209613,0.370630687746904,0.421124812300923,0.410032191093402
105115,0.399840611708403,-0.00445382194994996,0.355041288600979,0.357842620141178,0.355026331706337,0.357645543358259,0.366844455737158,0.367179998763136
105216,0.420451819135786,-0.0046284940296699,0.380742719934171,0.385932781398822,0.380580333869724,0.385797181834747,0.384243051862011,0.387123516883771
105620,0.355652913742201,-0.00512708396610163,0.309036068371203,0.327854246338234,0.309124747455615,0.327382365792184,0.309036068371203,0.327854246338234
105923,0.474842693794904,-0.00412890018454543,0.391307310953602,0.401899673577344,0.39114387150196,0.401393070728122,0.437914451758564,0.434645572241979
106016,0.401087127831429,-0.00466809390756728,0.351163014541617,0.358612755945855,0.351294915356029,0.358883910713006,0.373327548373866,0.37071686890814
106521,0.426620079051703,-0.00431708339357592,0.348287187033819,0.369315948520321,0.34813613241738,0.3696654725634,0.395355185172992,0.393965109328452
106824,0.570777070208415,-0.00319127016264909,0.455614971212687,0.481350162768704,0.45491073404816,0.48131098075947,0.532818597725983,0.520631377644585
107018,0.380751425892433,-0.00416212651974126,0.368709066541106,0.365330611405336,0.368748987711198,0.365199364370794,0.368709066541106,0.365330611405336
107321,0.563182643171172,-0.00302412128145268,0.417174191729975,0.451919073125356,0.451266595018243,0.464108089652606,0.522302110529945,0.512539048454399
107422,0.457444127052705,-0.00437806744617401,0.386135438254136,0.407769652384801,0.386218110331399,0.407963490403147,0.415320588351075,0.420168015775573
107725,0.454550283599225,-0.00445793680016911,0.375629918272675,0.398100480824585,0.375126101984047,0.397823878554992,0.429391162201966,0.421470895413432
108020,0.470723314383731,-0.00348119453024781,0.349124541674218,0.390454395085082,0.349435839863533,0.390467753924686,0.434640377201925,0.429867830602293
108121,0.32769400812979,-0.00496005179483441,0.313273212204247,0.320947359145125,0.313571248344512,0.320883521561833,0.313273212204247,0.320947359145125
108323,0.367572216691367,-0.00502272085482779,0.33643258833407,0.34067815298012,0.336411398715051,0.340952361308211,0.33643258833407,0.34067815298012
108525,0.395555894074788,-0.00418648358512169,0.354180101889928,0.374774972229586,0.353525200418348,0.375160444162789,0.354180101889928,0.374774972229586
108828,0.443518155714504,-0.00411226248000749,0.388145202918353,0.398676261086998,0.388222153173075,0.398799038143317,0.405819412933115,0.407787773023168
109123,0.429787574267411,-0.00440394763647628,0.330685944100029,0.353356260802822,0.347983756617986,0.360569702037263,0.399185304040069,0.394838934968429
109325,0.369347652879566,-0.00485978326453536,0.340123775988657,0.348755549553338,0.340072956902779,0.348900555340122,0.340123775988657,0.348755549553338
109830,0.524540470614359,-0.00386552350601923,0.363525715769459,0.403825766197551,0.435442584583371,0.436982910542059,0.492600194323795,0.481178464324356
110007,0.553207694256392,-0.00379039806698086,0.430488403974882,0.463171139874959,0.430311256897809,0.463174893688221,0.504697176399859,0.505042651510875
110411,0.401783509934673,-0.00386793358344846,0.354991792865323,0.361379736105664,0.354929386703907,0.361452399331387,0.366859669468802,0.36974962432533
110613,0.343106868028471,-0.00564376637784495,0.331392614472958,0.326715714108763,0.331397221684026,0.326357116659687,0.331392614472958,0.326715714108763
111009,0.473057644195271,-0.00379684493117189,0.401015549880329,0.421513257008007,0.400976034105588,0.421246280178813,0.430756884062307,0.435097470290814
111211,0.410797699798305,-0.0044537160847111,0.329153455296694,0.339743235682352,0.347091093414781,0.349650582228517,0.382815059110879,0.379511335462673
111312,0.353641283279011,-0.005024824962692,0.288595495551561,0.315968554546198,0.288605154267504,0.315730267309818,0.315785459266197,0.327801417639724
111413,0.414375096410941,-0.00476476290965777,0.383785031205214,0.392950272999164,0.383716953120256,0.392987840899874,0.383785031205214,0.392950272999164
111716,0.431841449888318,-0.00416788346017229,0.354091280907172,0.384153047630957,0.354115415506421,0.384113311903429,0.391528528871209,0.399269812191917
112112,0.449971117328882,-0.0041929364867,0.380196112304798,0.392902875512079,0.380305327328908,0.392348468766134,0.408531084812448,0.413818031645046
112314,0.322627841633794,-0.00475405232372828,0.316421370443256,0.313692424539514,0.316663966338268,0.313832022548866,0.316421370443256,0.313692424539514
112516,0.554526866683558,-0.00343260385818788,0.462328979496715,0.481242324955884,0.462419846956327,0.481679560257189,0.511708131428173,0.505878470590838
112920,0.433272974871385,-0.00394513140218884,0.387897366216979,0.387589934891129,0.388066311358716,0.387767561789754,0.403690530886687,0.397004653771785
113215,0.365825133769321,-0.00460520692627818,0.31152301067182,0.319790596224732,0.311340322131392,0.319240907015458,0.33591946957491,0.337018195332936
113316,0.444791983764143,-0.00439633096159455,0.348428332170577,0.384230281642182,0.348827309637319,0.383989986465034,0.399915731178173,0.408099517162967
113922,0.459202920599498,-0.00376205537650408,0.389321137978844,0.401974255557484,0.389334684355851,0.401779501066713,0.431353602982386,0.422004346736887
114217,0.519932845238205,-0.00340056199323769,0.421826543081535,0.429113667817157,0.421950128957526,0.428951234512045,0.482372099256106,0.474309492831765
114318,0.315417180142761,-0.00497610432930361,0.299058531502292,0.306425071105658,0.299224667816533,0.30647171478436,0.299058531502292,0.306425071105658
114419,0.361995031387473,-0.00470901151428736,0.298594448850992,0.303380215892742,0.302182588004159,0.305483666581403,0.338786327184016,0.333833908823927
114621,0.481514480983775,-0.00461330508034838,0.355559444921843,0.397722278220657,0.364505801854762,0.402588804655535,0.439221524279642,0.441645303235443
