subject,LR_node_modularity,LR_edge_modularity,LR_triangle_modularity,RL_node_modularity,RL_edge_modularity,RL_triangle_modularity,both_node_modularity,both_edge_modularity,both_triangle_modularity
100206,0.207929644703422,0.399925302514618,0.3595029182365,0.233644078717351,0.428349755888552,0.266773658723114,0.220786861710387,0.414137529201585,0.313138288479807
100307,0.229584036550661,0.439626010659277,0.439531254639413,0.197458873650029,0.521765744550559,0.460408342743927,0.213521455100345,0.480695877604918,0.44996979869167
100408,0.230054873980474,0.417866477122944,0.326621498071908,0.250791406891885,0.406909664374091,0.339888047139916,0.24042314043618,0.412388070748517,0.333254772605912
100610,0.2008012967371,0.403971585864304,0.360085794801205,0.155652256981609,0.389255613689358,0.454567237469385,0.178226776859355,0.396613599776831,0.407326516135295
101006,0.19552888488402,0.52940198023858,0.37198032161869,0.222359115176478,0.376685600063888,0.324899170749951,0.208944000030249,0.453043790151234,0.34843974618432
101107,0.128240982334072,0.417489986444366,0.454930510092925,0.16702895079552,0.370422646941679,0.290689119175186,0.147634966564796,0.393956316693023,0.372809814634055
101309,0.244539207175926,0.49370222282514,0.437450292498106,0.249677728893514,0.434385842989855,0.648068790121191,0.24710846803472,0.464044032907498,0.542759541309649
101915,0.208409687126268,0.452549248505097,0.304764509142533,0.241870068714514,0.590384220138073,0.345256180794271,0.225139877920391,0.521466734321585,0.325010344968402
102008,0.27067207959118,0.370809621077393,0.170573844610181,0.148253756938011,0.432869399512761,0.424032670826519,0.209462918264596,0.401839510295077,0.29730325771835
102109,0.206831860454296,0.407764666522131,0.379248915763245,0.252828861639213,0.435221656725933,0.250423320109747,0.229830361046754,0.421493161624032,0.314836117936496
102311,0.150320251563036,0.464513087670465,0.302329164109546,0.201499310252759,0.427126155824792,0.332784617580584,0.175909780907897,0.445819621747629,0.317556890845065
102513,0.256177325581395,0.505885824343015,0.573003420969265,0.224277317429027,0.55834362139918,0.59576854619649,0.240227321505211,0.532114722871098,0.584385983582878
102614,0.261024770146025,0.448876920634183,0.43360957424272,0.218746789946724,0.424809540843345,0.306830915453789,0.239885780046375,0.436843230738764,0.370220244848254
102816,0.188277426874775,0.342995795864341,0.287187087098095,0.321536782409819,0.435158999468479,0.357129483199929,0.254907104642297,0.38907739766641,0.322158285149012
103111,0.205424122896888,0.667247616063614,0.486967251069993,0.247672688974103,0.505614238753527,0.600596655038939,0.226548405935495,0.586430927408571,0.543781953054466
103212,0.184213717576383,0.444506704767141,0.340604609845619,0.259049977622857,0.357963823971214,0.282344963429398,0.22163184759962,0.401235264369178,0.311474786637508
103515,0.190392464678179,0.468986601076374,0.230664740350369,0.113957784719845,0.365784120252449,0.287232974924982,0.152175124699012,0.417385360664412,0.258948857637676
103818,0.210961301479186,0.36715294650011,0.286118500288832,0.207579958955921,0.405480539931599,0.453591795268293,0.209270630217553,0.386316743215855,0.369855147778563
104012,0.203008823402644,0.381487945537638,0.363441158224295,0.312537979265748,0.378457577850021,0.279305663485891,0.257773401334196,0.379972761693829,0.321373410855093
104416,0.297204457971873,0.524082729176214,0.40282546537293,0.178127060730535,0.476573864805043,0.405200777574582,0.237665759351204,0.500328296990629,0.404013121473756
105014,0.201568023166461,0.442775794438278,0.240954874956497,0.202614986512438,0.516895453144102,0.413166101482357,0.202091504839449,0.47983562379119,0.327060488219427
105115,0.146581151640193,0.399840611708403,0.370884124930275,0.222254031523253,0.460788219556733,0.318426968682475,0.184417591581723,0.430314415632568,0.344655546806375
105216,0.189291729235472,0.420451819135786,0.445498943303011,0.182041728576958,0.410037757331842,0.260840342785937,0.185666728906215,0.415244788233814,0.353169643044474
105620,0.267911492409894,0.355652913742201,0.319341411039224,0.258888251134046,0.412947141461216,0.315192043658416,0.26339987177197,0.384300027601709,0.31726672734882
105923,0.238766834123824,0.474842693794904,0.354508559920055,0.256743355226338,0.385446278010593,0.298766104638991,0.247755094675081,0.430144485902749,0.326637332279523
106016,0.172499407540494,0.401087127831429,0.413373005048423,0.159654200620969,0.42841455605529,0.216884091164014,0.166076804080731,0.41475084194336,0.315128548106218
106521,0.174680220077934,0.426620079051703,0.364491861861783,0.181392077243105,0.460039970868074,0.330391917030832,0.178036148660519,0.443330024959888,0.347441889446307
106824,0.226057521312211,0.570777070208415,0.386675640315216,0.289318418230035,0.418481289036034,0.405913789318425,0.257687969771123,0.494629179622224,0.39629471481682
107018,0.250512563385934,0.380751425892433,0.22521243540259,0.212568443349651,0.392630378224754,0.287562203732816,0.231540503367792,0.386690902058593,0.256387319567703
107321,0.188004941124451,0.563182643171172,0.415122847830294,0.218280290786818,0.538991791374689,0.386933321814109,0.203142615955634,0.55108721727293,0.401028084822202
107422,0.207774727824853,0.457444127052705,0.324004739405719,0.21393571204223,0.439040398659724,0.3298980724838,0.210855219933542,0.448242262856214,0.326951405944759
107725,0.220810384982151,0.454550283599225,0.31211667235845,0.117263216136009,0.340386818491405,0.149477780463747,0.16903680055908,0.397468551045315,0.230797226411098
108020,0.207780779840064,0.470723314383731,0.444901736819684,0.202605059775389,0.44356160867978,0.449389818366746,0.205192919807726,0.457142461531756,0.447145777593215
108121,0.137648724377447,0.32769400812979,0.186704608868224,0.153018251949487,0.31048839305706,0.111217484095994,0.145333488163467,0.319091200593425,0.148961046482109
108323,0.246042655754149,0.367572216691367,0.187077005239249,0.195207301027407,0.411553756125633,0.290994724451646,0.220624978390778,0.3895629864085,0.239035864845447
108525,0.201943996857333,0.395555894074788,0.358441619056987,0.181510183294685,0.464988692210025,0.346846021918977,0.191727090076009,0.430272293142406,0.352643820487982
108828,0.224547887079436,0.443518155714504,0.435902479704925,0.299884456618186,0.43095497512641,0.264211875056586,0.262216171848811,0.437236565420457,0.350057177380755
109123,0.212310196616369,0.429787574267411,0.406298501335076,0.22644520086141,0.4268178176,0.428337362710692,0.21937769873889,0.428302695933706,0.417317932022884
109325,0.265725703351428,0.369347652879566,0.345184426210242,0.271243229372774,0.390839881704916,0.342599465597726,0.268484466362101,0.380093767292241,0.343891945903984
109830,0.228126794477892,0.524540470614359,0.405984704425253,0.189095626376121,0.395195687949234,0.275584582610214,0.208611210427007,0.459868079281797,0.340784643517734
110007,0.179766952856911,0.553207694256392,0.297122015758336,0.167732041747173,0.431799778580797,0.517986306098773,0.173749497302042,0.492503736418595,0.407554160928555
110411,0.20071073900301,0.401783509934673,0.355894606708216,0.223007514485931,0.358849794193009,0.287914857477687,0.21185912674447,0.380316652063841,0.321904732092952
110613,0.174691475329354,0.343106868028471,0.275464442140793,0.150677969999725,0.38900321321034,0.242824537870997,0.162684722664539,0.366055040619406,0.259144490005895
111009,0.231094356092754,0.473057644195271,0.324724310637784,0.226465634879227,0.381578855549971,0.351071723896529,0.22877999548599,0.427318249872621,0.337898017267157
111211,0.2009624610723,0.410797699798305,0.293741899338716,0.1515035998822,0.453367618442486,0.270300561523437,0.17623303047725,0.432082659120396,0.282021230431077
111312,0.218374804500174,0.353641283279011,0.309608728756129,0.206381366607631,0.347234250300029,0.334424663024474,0.212378085553903,0.35043776678952,0.322016695890301
111413,0.16237376226341,0.414375096410941,0.286262869461594,0.188928737766472,0.414854351855497,0.263351111716606,0.175651250014941,0.414614724133219,0.2748069905891
111716,0.244453279695603,0.431841449888318,0.306209684318044,0.250269133930752,0.473943760096967,0.38496266722594,0.247361206813177,0.452892604992643,0.345586175771992
112112,0.268247397405402,0.449971117328882,0.356502194806385,0.301568590886891,0.400667457005856,0.327727867993439,0.284907994146146,0.425319287167369,0.342115031399912
112314,0.241190854766854,0.322627841633794,0.262617519236778,0.29435839303555,0.423240356516284,0.252455201142287,0.267774623901202,0.372934099075039,0.257536360189533
112516,0.174807278519181,0.554526866683558,0.316554004803049,0.189834885908955,0.471013498833382,0.461528036433437,0.182321082214068,0.51277018275847,0.389041020618243
112920,0.232529907485838,0.433272974871385,0.511343934198874,0.206035801130718,0.407002550716794,0.464517856287231,0.219282854308278,0.420137762794089,0.487930895243053
113215,0.193796762677881,0.365825133769321,0.275854524853508,0.203587563072431,0.526872084548105,0.484938166989803,0.198692162875156,0.446348609158713,0.380396345921655
113316,0.300778938984813,0.444791983764143,0.260456682089616,0.205976843894467,0.569625670624276,0.416583485594153,0.25337789143964,0.507208827194209,0.338520083841884
113922,0.26443436391265,0.459202920599498,0.387661443652527,0.200537403835461,0.325552003452583,0.335458047737605,0.232485883874055,0.392377462026041,0.361559745695066
114217,0.210506049937002,0.519932845238205,0.322747739240276,0.214257465879915,0.582351192053207,0.692684994220072,0.212381757908459,0.551142018645706,0.507716366730174
114318,0.124923407092804,0.315417180142761,0.15938565281718,0.164161108106484,0.288238517378563,0.217264446853166,0.144542257599644,0.301827848760662,0.188325049835173
114419,0.190167560407906,0.361995031387473,0.258725961199126,0.27409348076229,0.455046665514647,0.444304579795455,0.232130520585098,0.40852084845106,0.35151527049729
114621,0.254755686298811,0.481514480983775,0.656930120854245,0.247121527119596,0.455824994401293,0.340324910700352,0.250938606709204,0.468669737692534,0.498627515777298
