subject,node_modularity,node_num_nodes,node_num_edges,edge_modularity,edge_num_nodes,edge_num_edges,triangle_modularity,triangle_num_nodes,triangle_num_edges
100206,0.207929644703422,156,1921,0.399925302514618,812,8831,0.3595029182365,1163,12300
100307,0.229584036550661,183,2269,0.439626010659277,672,7119,0.439531254639413,963,9372
100408,0.230054873980474,112,1355,0.417866477122944,722,7964,0.326621498071908,755,8257
100610,0.2008012967371,255,3033,0.403971585864304,653,7190,0.360085794801205,987,9824
101006,0.19552888488402,116,1388,0.52940198023858,708,7287,0.37198032161869,747,7753
101107,0.128240982334072,145,1635,0.417489986444366,610,6663,0.454930510092925,1024,9442
101309,0.244539207175926,119,1440,0.49370222282514,637,6897,0.437450292498106,945,9819
101915,0.208409687126268,106,1288,0.452549248505097,671,7189,0.304764509142533,675,7051
102008,0.27067207959118,216,2563,0.370809621077393,547,5902,0.170573844610181,583,6121
102109,0.206831860454296,211,2488,0.407764666522131,425,4758,0.379248915763245,810,7948
102311,0.150320251563036,96,1079,0.464513087670465,655,6982,0.302329164109546,675,7348
102513,0.256177325581395,119,1376,0.505885824343015,613,6338,0.573003420969265,1148,11171
102614,0.261024770146025,175,2150,0.448876920634183,753,8295,0.43360957424272,1243,12419
102816,0.188277426874775,163,1846,0.342995795864341,415,4458,0.287187087098095,646,7059
103111,0.205424122896888,132,1452,0.667247616063614,844,7907,0.486967251069993,1099,11196
103212,0.184213717576383,138,1604,0.444506704767141,663,7066,0.340604609845619,954,10018
103515,0.190392464678179,85,910,0.468986601076374,712,7246,0.230664740350369,841,9181
103818,0.210961301479186,110,1297,0.36715294650011,594,6488,0.286118500288832,918,9389
104012,0.203008823402644,171,2015,0.381487945537638,626,6762,0.363441158224295,1214,11905
104416,0.297204457971873,170,2052,0.524082729176214,678,6983,0.40282546537293,813,7910
105014,0.201568023166461,107,1218,0.442775794438278,665,7317,0.240954874956497,509,5338
105115,0.146581151640193,136,1548,0.399840611708403,673,7360,0.370884124930275,1038,10425
105216,0.189291729235472,116,1282,0.420451819135786,566,6218,0.445498943303011,1071,10513
105620,0.267911492409894,171,2112,0.355652913742201,569,6257,0.319341411039224,860,9139
105923,0.238766834123824,108,1249,0.474842693794904,740,8019,0.354508559920055,903,9281
106016,0.172499407540494,101,1127,0.401087127831429,561,6058,0.413373005048423,1154,11186
106521,0.174680220077934,121,1439,0.426620079051703,602,6611,0.364491861861783,1022,10235
106824,0.226057521312211,135,1772,0.570777070208415,706,6856,0.386675640315216,1069,10936
107018,0.250512563385934,146,1808,0.380751425892433,632,6857,0.22521243540259,551,6339
107321,0.188004941124451,121,1393,0.563182643171172,784,7638,0.415122847830294,780,7964
107422,0.207774727824853,97,1197,0.457444127052705,595,6433,0.324004739405719,887,9578
107725,0.220810384982151,100,1144,0.454550283599225,518,5459,0.31211667235845,569,6050
108020,0.207780779840064,214,2712,0.470723314383731,779,8510,0.444901736819684,1182,11457
108121,0.137648724377447,96,1074,0.32769400812979,361,4028,0.186704608868224,453,4754
108323,0.246042655754149,128,1559,0.367572216691367,461,5091,0.187077005239249,412,4741
108525,0.201943996857333,165,1969,0.395555894074788,521,5664,0.358441619056987,818,8808
108828,0.224547887079436,131,1548,0.443518155714504,654,7029,0.435902479704925,894,8990
109123,0.212310196616369,171,2025,0.429787574267411,672,7253,0.406298501335076,811,8354
109325,0.265725703351428,182,2219,0.369347652879566,553,5956,0.345184426210242,676,6919
109830,0.228126794477892,138,1644,0.524540470614359,731,7695,0.405984704425253,836,9148
110007,0.179766952856911,146,1622,0.553207694256392,802,7974,0.297122015758336,1002,10579
110411,0.20071073900301,147,1826,0.401783509934673,658,7177,0.355894606708216,908,9116
110613,0.174691475329354,168,1937,0.343106868028471,349,3989,0.275464442140793,641,6931
111009,0.231094356092754,136,1676,0.473057644195271,755,8145,0.324724310637784,888,9551
111211,0.2009624610723,102,1090,0.410797699798305,532,5580,0.293741899338716,619,6787
111312,0.218374804500174,150,1849,0.353641283279011,434,4968,0.309608728756129,816,8904
111413,0.16237376226341,171,2047,0.414375096410941,618,6733,0.286262869461594,995,9888
111716,0.244453279695603,145,1751,0.431841449888318,555,6115,0.306209684318044,837,8850
112112,0.268247397405402,240,2886,0.449971117328882,612,6566,0.356502194806385,928,9649
112314,0.241190854766854,258,3151,0.322627841633794,427,4874,0.262617519236778,617,6626
112516,0.174807278519181,167,1997,0.554526866683558,822,8366,0.316554004803049,691,7471
112920,0.232529907485838,207,2508,0.433272974871385,736,7817,0.511343934198874,1159,10414
113215,0.193796762677881,122,1430,0.365825133769321,540,5800,0.275854524853508,592,6396
113316,0.300778938984813,183,2214,0.444791983764143,607,6578,0.260456682089616,569,6079
113922,0.26443436391265,145,1713,0.459202920599498,687,7541,0.387661443652527,1024,11182
114217,0.210506049937002,125,1491,0.519932845238205,820,8383,0.322747739240276,763,8163
114318,0.124923407092804,104,1154,0.315417180142761,460,5259,0.15938565281718,446,5098
114419,0.190167560407906,131,1449,0.361995031387473,519,5904,0.258725961199126,636,6915
114621,0.254755686298811,144,1783,0.481514480983775,706,7512,0.656930120854245,1591,12622
114823,0.252096428413991,209,2484,0.394026950283509,680,7664,0.465370242460234,1068,10131
