subject,node_modularity,node_num_nodes,node_num_edges,edge_modularity,edge_num_nodes,edge_num_edges,triangle_modularity,triangle_num_nodes,triangle_num_edges
100206,0.172259605372761,157,1960,0.215555092412312,100,1281,0.0776892625935494,126,1627
100307,0.153846571180556,152,1920,0.254391796026667,125,1629,0.0642318923498179,112,1379
100408,0.187515004926991,149,1830,0.18374758869777,119,1497,0.103137088375322,93,1136
100610,0.172491989380565,187,2264,0.177083168949628,114,1424,0.111169016626258,141,1785
101006,0.25633487226839,112,1425,0.245965271834602,118,1490,0.100585505770176,145,1842
101107,0.114469853493614,85,968,0.208960067637877,94,1240,0.107323552278642,182,2258
101309,0.226504916444819,114,1351,0.281277250797637,131,1705,0.0963720911053246,220,2733
101915,0.228153508260035,123,1535,0.270733505752726,138,1778,0.0881665503601391,165,2131
102008,0.183774012613954,152,1891,0.213584421717221,107,1362,0.0955943862775674,127,1675
102109,0.203781651847184,170,2070,0.229453466014505,150,1925,0.091857433807817,184,2351
102311,0.207713342498293,129,1635,0.171732167850665,104,1333,0.0724111811612598,122,1559
102513,0.238885363482105,122,1539,0.234703735266799,105,1332,0.103201298263741,130,1688
102614,0.185879420049293,141,1692,0.169430031770276,97,1266,0.135659617625219,159,2035
102816,0.139944134247905,114,1283,0.211339891744087,99,1261,0.150519243023592,130,1591
103111,0.217615729255471,145,1798,0.256189604904647,128,1679,0.0771489335084756,94,1095
103212,0.198058872074907,144,1764,0.180512952504958,100,1285,0.0885218227458498,110,1399
103515,0.109856996076883,95,1063,0.224465861417855,101,1278,0.086741929014302,126,1454
103818,0.158109412092043,132,1644,0.118608382793819,93,1141,0.0744052505638965,135,1724
104012,0.233039451002957,237,2817,0.156737272407507,100,1283,0.0397506846582,107,1347
104416,0.224022751340918,169,2104,0.268542732006197,178,2344,0.126685930489377,156,2053
105014,0.257493669110952,161,1984,0.278970462308448,97,1257,0.0944486830269419,119,1487
105115,0.149499029714761,171,2112,0.139628602046359,102,1305,0.069186647437053,101,1290
105216,0.212867259106049,161,2009,0.169968306300973,96,1252,0.165990391390453,533,9321
105620,0.1758156,204,2500,0.154583190287444,114,1432,0.107487463069359,111,1401
105923,0.22565836207119,138,1705,0.171974990265012,99,1278,0.0709159396149052,95,1172
106016,0.14750921470756,104,1261,0.22665238784097,153,1952,0.0767371933709324,103,1293
106521,0.193775769818919,77,951,0.252203294590838,103,1326,0.107954853811105,102,1302
106824,0.232540874654935,204,2488,0.179977367241275,118,1456,0.101739553729494,156,1932
107018,0.2498342543941,128,1627,0.200422611969877,136,1740,0.159585245516485,467,8475
107321,0.211605339060295,118,1415,0.240985516499427,135,1784,0.19395442056532,132,1630
107422,0.247423712987073,141,1772,0.182735597290744,121,1614,0.0640252147780437,147,1887
107725,0.206443072702332,106,1350,0.224394804851133,90,1192,0.146057414170928,146,1850
108020,0.156405030209841,156,1913,0.211194815257473,110,1383,0.179457776445671,697,18798
108121,0.162177432610125,103,1248,0.180235798816568,103,1300,0.0937977116668972,99,1238
108323,0.209498849579591,122,1529,0.252040535002028,108,1376,0.0678441577372905,117,1376
108525,0.229772017784505,139,1705,0.2223059250806,159,2032,0.252021507697163,415,6821
108828,0.218333902222721,130,1602,0.215515910472204,96,1239,0.0985662787652106,141,1778
109123,0.234779493199381,158,1964,0.201440956734909,107,1367,0.0778143030699726,119,1363
109325,0.255985574893662,121,1543,0.241971438871976,119,1580,0.110335953502215,151,1912
109830,0.236721083606897,110,1326,0.197584042540276,115,1435,0.133366283108897,127,1619
110007,0.221972222222222,146,1800,0.20217462339572,106,1346,0.103565771780391,183,2333
110411,0.135098605136779,119,1506,0.198856243671563,96,1246,0.155139034703293,168,2209
110613,0.176290519398183,157,1915,0.251425493431872,91,1189,0.1040395669282,180,2295
111009,0.17859036171514,144,1807,0.22352735176911,141,1820,0.189031886584041,547,11632
111211,0.228329931115807,103,1323,0.196506096628305,138,1777,0.13137085203146,128,1659
111312,0.187987621631463,109,1334,0.184957234567901,91,1125,0.120841238719791,120,1599
111413,0.167361245575502,182,2222,0.244652695632439,144,1917,0.0975711113418075,141,1791
111716,0.245256512911436,152,1870,0.188266060626947,123,1607,0.0688233313211379,103,1327
112112,0.21579851825069,194,2426,0.235182038134428,161,2022,0.19623719030709,660,13545
112314,0.153867793178355,155,1892,0.251889924054665,171,2196,0.0425887070804653,88,1092
112516,0.148240315734137,142,1785,0.236989883811822,137,1815,0.178244525781443,214,2739
112920,0.239053388888889,243,3000,0.20099191948517,96,1245,0.0844058999199817,103,1296
113215,0.193533144185744,81,992,0.1416722924447,97,1180,0.155085265002214,133,1732
113316,0.28301057605668,161,1972,0.257080139867263,144,1843,0.0774991076740035,88,1025
113922,0.243651511317773,165,1964,0.235690022166439,100,1305,0.162928683752434,103,1313
114217,0.194184867184663,138,1702,0.249323430140539,189,2290,0.253871039605303,730,15015
114318,0.183462245447934,90,1129,0.215488253045245,134,1733,0.0850182424215125,109,1490
114419,0.22174084786021,108,1388,0.209019355264896,133,1740,0.0732511176610836,137,1751
114621,0.195006477096562,169,2170,0.27563491439565,119,1583,0.122586843859621,165,2008
