subject,node_modularity,node_num_nodes,node_num_edges,edge_modularity,edge_num_nodes,edge_num_edges,triangle_modularity,triangle_num_nodes,triangle_num_edges
100206,0.163848263711023,223,2739,0.219791134890465,205,2383,0.198127858728105,211,2486
100307,0.158095103737058,146,1833,0.28728664394566,269,3132,0.222879420721927,254,2957
100408,0.222346822130773,131,1620,0.261545504828057,220,2504,0.198561667444696,245,2921
100610,0.144760611162126,163,1980,0.259434175025348,208,2387,0.170870067574665,289,3380
101006,0.174540162057014,117,1389,0.217213252381458,147,1717,0.239463121327028,225,2673
101107,0.166554241623902,145,1756,0.29013173491067,309,3524,0.183391707416006,212,2672
101309,0.194790397903088,123,1517,0.311214768524089,209,2393,0.259435416964798,252,2972
101915,0.277848061252679,136,1706,0.275301231035746,192,2233,0.262438987406153,163,1949
102008,0.149354742171241,161,1984,0.196916422823,146,1693,0.158930572203165,183,2187
102109,0.204813281095021,114,1420,0.256182666078142,198,2301,0.263361448997833,229,2711
102311,0.218454191933696,134,1698,0.27764727736958,218,2515,0.296152350612382,249,2967
102513,0.248524204827988,122,1533,0.346209776056671,221,2505,0.272453139046546,236,2730
102614,0.187695912288387,136,1653,0.199569245279472,164,1902,0.149220422107116,187,2248
102816,0.163206509963165,89,1059,0.241473514974133,165,1952,0.283276152919084,228,2673
103111,0.241136646903283,117,1465,0.344792292220729,290,3366,0.255193192718133,232,2735
103212,0.2240192305999,136,1685,0.23465064634446,259,3038,0.261194901913438,249,2918
103515,0.199831350972678,156,1854,0.241784936305628,127,1459,0.239929052135491,277,3341
103818,0.200808526007523,139,1692,0.23834832345344,239,2684,0.14918329226924,304,3564
104012,0.205917351159725,192,2387,0.256549277076062,198,2249,0.121403607167557,261,3022
104416,0.240864921356945,161,2018,0.325306172829347,212,2465,0.14637544635417,168,2014
105014,0.218553589621579,140,1739,0.274916661242189,213,2528,0.252140018408429,201,2417
105115,0.0935701234944237,178,2187,0.19881407501749,184,2143,0.115037865112115,280,3367
105216,0.227128449460238,121,1506,0.276923336258055,207,2405,0.209555273437501,277,3200
105620,0.17717098474209,157,1922,0.278980186583291,215,2516,0.193077932298118,272,3179
105923,0.162760914154718,143,1784,0.228279073023874,178,2070,0.14864083637964,278,3239
106016,0.167097948909421,96,1179,0.286698720453006,145,1678,0.221301615501734,286,3334
106521,0.183516821114316,74,934,0.280824849335939,190,2173,0.219003071723986,238,2827
106824,0.168614991849565,110,1407,0.26330481368723,266,3015,0.122624529049621,238,2822
107018,0.129939599255856,133,1633,0.260769918340079,165,1908,0.14886755673064,139,1663
107321,0.228802418267624,130,1574,0.358539940455721,228,2622,0.273511893024608,223,2735
107422,0.247164345563213,149,1870,0.235787741260156,139,1646,0.23333890265426,161,1931
107725,0.237050615952684,125,1515,0.220743903203125,133,1516,0.216863625824578,198,2345
108020,0.144165020576132,221,2700,0.245026078307148,333,3874,0.15469908921731,257,2996
108121,0.134224,80,1000,0.240752051613941,102,1201,0.161574228335731,197,2295
108323,0.154351624959778,81,1005,0.205975065424776,164,1843,0.218294522424941,152,1856
108525,0.210979751772233,143,1731,0.247883121706132,217,2487,0.217452235410213,171,1910
108828,0.193888507611603,166,2013,0.248323016215996,210,2466,0.220433050779377,239,2742
109123,0.177756509096026,132,1652,0.18235763751839,158,1798,0.18278806851962,192,2320
109325,0.218598491111478,137,1732,0.245125430019925,193,2297,0.348082992966047,787,13948
109830,0.236721083606897,110,1326,0.253030640356715,176,2005,0.206567070755368,242,2828
110007,0.213956942701038,143,1786,0.277465726611036,216,2461,0.301540736266061,190,2277
110411,0.133967972710083,148,1838,0.267957396449704,172,1950,0.304421175474138,750,13416
110613,0.178503059622896,128,1594,0.220198560347454,145,1683,0.221863889324471,189,2236
111009,0.16326463685039,136,1684,0.224151830250329,146,1681,0.146519993084489,163,1936
111211,0.188373974738528,133,1624,0.259176541902876,212,2420,0.20516205697042,238,2767
111312,0.195157064793857,123,1537,0.291021111251905,257,2914,0.196996833537998,152,1791
111413,0.171499211246217,191,2416,0.276283950617284,233,2700,0.122308581919252,334,3799
111716,0.221866672921749,116,1460,0.252287892589329,142,1657,0.199919538643616,207,2445
112112,0.166979520902457,202,2541,0.218349709138675,155,1825,0.22161300486673,229,2724
112314,0.129481247370115,130,1608,0.242601810110791,182,2154,0.085632941064763,118,1422
112516,0.134400186944688,127,1593,0.222748891058046,196,2256,0.216148485061035,217,2572
112920,0.167535304973074,138,1753,0.229426339167498,231,2636,0.134172058668421,252,2998
113215,0.141709400573919,95,1164,0.230813315169864,257,2998,0.25835260557022,296,3486
113316,0.264671468080801,139,1756,0.245159161958223,189,2185,0.246723781757601,204,2450
113922,0.213752150740694,154,1833,0.279129016652414,223,2609,0.226299551403085,150,1822
114217,0.10969827770157,163,2025,0.243787602299317,177,2044,0.195406623777962,248,2972
114318,0.170041783333054,134,1692,0.23326938505095,173,1973,0.23018714398192,313,3603
114419,0.261962095338501,127,1592,0.291868954610171,204,2359,0.269049398650223,206,2487
114621,0.234993770719416,128,1569,0.250627793730071,172,1977,0.241958902490483,319,3751
114823,0.211953944272423,116,1478,0.187344310479481,221,2591,0.213926100351,274,3184
114924,0.192333766661154,106,1331,0.306084435717922,177,2058,0.165991897344442,215,2429
115017,0.139516398222012,112,1376,0.19467335977072,218,2536,0.199859712154294,283,3265
115219,0.126561899269512,84,1020,0.225143414656604,126,1503,0.299375032817418,246,2845
115320,0.223201678375676,108,1358,0.248465547439019,129,1530,0.256249715016892,195,2299
115825,0.193336099590621,138,1728,0.20919659360056,188,2148,0.157691493383743,198,2300
116524,0.159889540336425,114,1281,0.199686236078699,149,1735,0.248380844232124,192,2260
116726,0.165979253095369,120,1497,0.219271041699712,263,2991,0.224182227312693,248,2940
117021,0.153182373181741,154,1874,0.217833329742162,231,2656,0.187323672654808,237,2729
117122,0.170505920195645,137,1701,0.246834818128988,219,2526,0.204745197587183,175,2102
117324,0.225271938997219,135,1614,0.264379505531279,199,2349,0.223140247658806,194,2351
117930,0.247642530438806,142,1777,0.283943678327768,181,2075,0.247378666162201,148,1822
118528,0.198683185392296,179,2198,0.217804081396693,160,1860,0.334433074715698,202,2425
118730,0.227108073737865,123,1555,0.247187267356274,232,2681,0.246692036992054,183,2253
118831,0.170227010817153,206,2539,0.252151911480748,163,1859,0.130602155963514,164,1923
118932,0.218170028878616,132,1623,0.193831098878951,172,1971,0.196914913598798,201,2420
119025,0.232958825939559,124,1556,0.274074778177085,230,2615,0.148653155706727,215,2520
119126,0.176478971226468,116,1482,0.186672630256939,145,1694,0.121164434126104,219,2597
120212,0.208859361750734,166,2051,0.284878826050415,302,3505,0.198020642709331,222,2627
120414,0.0966155290567084,140,1749,0.248369269060346,152,1773,0.140267607357007,225,2614
120515,0.260979457869369,181,2233,0.3293124486563,241,2743,0.312269695417258,264,3144
120717,0.253019797963406,126,1570,0.277293595146741,245,2733,0.223587457333639,134,1585
121416,0.283680931133946,166,2064,0.288264010853274,236,2759,0.251291408979634,231,2707
121618,0.122716226937725,113,1343,0.2375053470706,208,2379,0.261653217762176,322,3779
121921,0.152618197447596,169,2130,0.200866593671903,224,2609,0.193233114805218,187,2202
122317,0.128434695147161,122,1523,0.230957320661075,148,1671,0.210599901790932,190,2273
122620,0.149849153751512,122,1555,0.203787658495351,199,2275,0.127531157618919,207,2440
122822,0.177030481662004,153,1899,0.245496732542844,183,2086,0.147857289255402,302,3456
123117,0.237633771263383,106,1262,0.245174092028316,198,2280,0.259122636075387,190,2155
123420,0.238019046373414,153,1859,0.261429233672918,157,1806,0.187565352494306,158,1876
123521,0.140209336425491,101,1312,0.280405830270906,207,2366,0.160328229469828,284,3265
123723,0.142181358900188,99,1169,0.267516303520012,220,2552,0.29545748482524,185,2247
123824,0.037173879404142,101,1111,0.24100084817642,169,1965,0.295689379963374,826,14226
123925,0.174943844162949,141,1744,0.249335043873172,183,2101,0.141441020793951,192,2300
124220,0.0947141564302063,103,1138,0.242117473096935,138,1634,0.163222434158607,172,1938
125222,0.182957752066116,110,1375,0.26190511595985,160,1870,0.1887565857972,257,2944
125525,0.157999106577188,111,1329,0.281447497915093,176,2012,0.258916568981291,271,3171
126325,0.21548607166268,139,1711,0.280040936554855,284,3393,0.254022648888888,312,3750
126426,0.18723168483401,75,958,0.261731908649498,189,2262,0.306898816687487,208,2427
126628,0.21296300628227,117,1462,0.239016221200414,133,1512,0.165754065368691,234,2755
127327,0.16456640625,130,1600,0.227767193335249,129,1475,0.222675291573536,142,1647
127630,0.17286900484813,168,2045,0.21707563515202,214,2450,0.154111169330754,117,1362
127832,0.218460450512538,185,2211,0.223271969514411,161,1857,0.235608823440916,244,2894
127933,0.204184390250694,123,1516,0.240834935516389,279,3183,0.282149419966615,225,2670
128026,0.199702229373994,98,1265,0.25731094055103,165,1931,0.232964853600135,196,2366
128127,0.165306339443553,197,2405,0.220763458574915,169,1958,0.162897923269756,193,2239
128632,0.218590016436516,130,1648,0.285388111179161,256,2937,0.217476648535092,204,2496
128935,0.214357977952714,161,1935,0.288049307479225,250,2850,0.242077529561118,248,3004
129028,0.0714125981071099,145,1824,0.262898646167094,245,2810,0.135576280642653,197,2294
129331,0.186396648376364,157,1903,0.184626805357591,93,1109,0.183404714258176,257,2981
129634,0.191230189344984,171,2081,0.311103014376475,188,2161,0.141526869848855,127,1544
130114,0.21393867168723,127,1580,0.307549200529237,201,2317,0.218061654315682,148,1801
130316,0.225284886983592,118,1469,0.262477974721193,176,2022,0.208678996877421,155,1868
130417,0.181344373922723,155,1888,0.27918604618318,262,2975,0.163856928722534,291,3423
130518,0.128632499039403,105,1342,0.278964400142399,232,2650,0.207176109721856,247,3028
130619,0.208962201790758,100,1290,0.239382489096942,210,2356,0.168350126353259,197,2309
130720,0.22059945616774,126,1555,0.258003444543778,188,2147,0.197368743325027,226,2650
131217,0.184811947153122,116,1456,0.290658631426199,220,2569,0.205125793951401,226,2620
131419,0.237484734900017,119,1458,0.220684886408305,162,1906,0.22567356785832,348,4083
131722,0.237072316964579,177,2211,0.27979475586912,166,1912,0.239103008331999,263,3160
131823,0.117003088197095,210,2559,0.278355742743886,167,1952,0.133957885203215,132,1606
132017,0.179025969523546,179,2165,0.264217762859807,158,1843,0.240403981417478,238,2843
133019,0.186545674740485,134,1700,0.228920775896095,236,2697,0.202673144107049,257,3007
133827,0.136648636636684,120,1503,0.237613500157748,209,2413,0.2099273194707,243,2875
133928,0.220773234301373,117,1386,0.27180621732164,158,1848,0.279971833589745,222,2744
134021,0.183633776991141,141,1718,0.215472031327984,185,2135,0.206089698454974,253,2971
134223,0.189787941281402,138,1695,0.248306103133519,209,2408,0.161261707135646,235,2732
134324,0.216347818730234,96,1181,0.235158983136853,186,2116,0.208484332034744,208,2582
134829,0.184972517048583,132,1646,0.313464737977782,161,1855,0.198141424683214,206,2446
135124,0.194616859177961,146,1811,0.221973675578589,129,1502,0.166664634623775,261,2990
135225,0.233646254683069,173,2178,0.279009602864583,168,1920,0.172006034270973,274,3317
135528,0.170884665808292,92,1131,0.243126242258516,271,3028,0.234591789989225,254,3012
135629,0.182429137034912,128,1599,0.289331325954861,167,1920,0.194649616836941,217,2529
136227,0.209322408081002,139,1731,0.316641684987611,220,2526,0.274763077688533,283,3326
136631,0.171470690253208,75,930,0.218855489017791,160,1883,0.207297487394993,232,2713
136833,0.133281624925195,128,1613,0.225359375764984,188,2158,0.181505990385076,262,3074
